"mat.nr","name","gender","birthday","course","semester","subject","attempt","score"
"131378","Ho, Nathaniel","m",2003-01-21,"Ba CS",10,"OOP",1,65
"208918","Cope, Jeremy","m",2003-08-24,"Ba CS",2,"Data Bases",1,68
"287315","al-Hanif, Ihaab","m",2001-01-08,"Ba CS",19,"OOP",1,102
"756289","Garnier, Austin","m",2000-07-04,"Ba CS",4,"Formal Languages",1,92
"666770","Noe, Savanna","f",1991-06-19,"Ba CS",18,"Computer Networks",1,83
"132731","Foxworthy, Christian","m",1993-11-28,"Ba CS",2,"Software Engineering",1,83
"356661","Stoker, Christian","m",1999-03-15,"Ba BIS",4,"OOP",1,99
"159347","Knox, Oree","m",1997-09-26,"Ba CS",6,"Computer Networks",1,75
"826819","Johnson, Devin","f",1996-10-09,"Ba CS",10,"OOP",1,72
"366733","el-Ibrahim, Awad","m",1996-02-16,"Ba CS",2,"OOP",1,40
"603780","Kirkendall, Cole","m",1999-12-07,"Ba CS",6,"Formal Languages",1,63
"113497","Young, Albert","m",2002-08-14,"Ba CS",3,"Data Bases",1,66
"153177","Abeyta, Darian","m",1996-12-21,"Ba BIS",6,"OOP",1,93
"634933","el-Hoque, Abood","m",1997-12-21,"Ba CS",6,"Software Engineering",1,57
"501451","el-Jalali, Mukarram","m",1998-11-21,"Ba CS",6,"Software Engineering",1,52
"213067","Ellis, Celeste","f",2004-10-04,"Ba BIS",17,"Formal Languages",1,85
"389789","al-El-Sayed, Nabeeh","m",1996-01-17,"Ba BIS",6,"OOP",1,73
"249336","Gonzales, Ruben","m",1990-02-16,"Ba BIS",19,"Software Engineering",1,81
"956265","el-Mansoor, Abdul Wahaab","m",2000-03-11,"Ba CS",10,"Data Bases",1,76
"780778","Noe, Molly","f",1996-09-01,"Ba CS",8,"Software Engineering",1,79
"196179","Ward, Khaiir","m",1993-11-22,"Ba BIS",10,"Data Bases",1,58
"114000","Glass, Kaitlyn","f",1990-03-13,"Ba CS",5,"Formal Languages",1,60
"646768","Sullivan, Brandon","m",1999-08-24,"Ba CS",8,"OOP",1,87
"519669","el-Harron, Hawraa","f",1993-10-06,"Ba CS",19,"Computer Networks",1,68
"912712","Townsend, Jared","m",1993-10-20,"Ba CS",9,"Data Bases",1,80
"325452","el-Mahdavi, Zakariyya","m",1992-10-20,"Ba CS",6,"Formal Languages",1,85
"870823","el-Mohammed, Sadoon","m",1998-07-21,"Ba CS",17,"Data Bases",1,78
"112242","Helm, Hannah","f",1993-03-07,"Ba BIS",19,"Computer Networks",1,50
"264689","el-Meer, Minnah","f",1993-04-12,"Ba CS",9,"OOP",1,60
"372417","Martinez, Kendra","f",1996-03-22,"Ba CS",5,"Mathematics",1,49
"373067","Cardenas, Richard","m",1993-03-11,"Ba CS",7,"Computer Networks",1,84
"345029","Hernandez, Jorge","m",1997-09-03,"Ba BIS",8,"Software Engineering",1,87
"311408","Culbertson, Tyler","m",2004-02-24,"Ba CS",4,"Mathematics",1,74
"192772","Lee, Huyen","f",1998-11-08,"Ba CS",3,"Software Engineering",1,82
"139145","Parker, Sesugh","m",1995-01-26,"Ba CS",14,"Formal Languages",1,58
"607429","el-Kazmi, Amru","m",1995-08-18,"Ba BIS",4,"Data Bases",1,79
"196672","Stokes, Joshua","m",1997-05-12,"Ba CS",6,"Data Bases",1,51
"282308","Gates, Frank","m",1999-01-27,"Ba CS",6,"Computer Networks",1,85
"131378","Ho, Nathaniel","m",2003-01-21,"Ba CS",10,"Software Engineering",1,63
"723369","Murphy, David","m",2003-07-24,"Ba CS",10,"Formal Languages",1,52
"723369","Murphy, David","m",2003-07-24,"Ba CS",10,"Software Engineering",1,70
"806633","Rodriguez, Kursh","m",1990-06-04,"Ba BIS",2,"Software Engineering",1,76
"546880","Curtice, Wilbert","m",1991-03-11,"Ba CS",3,"Mathematics",1,80
"406719","Mace, Iaasic","m",1994-05-29,"Ba CS",9,"OOP",1,74
"319006","Hess, Cody","m",2001-04-15,"Ba CS",9,"Formal Languages",1,77
"591263","el-Hammad, Hishaam","m",1993-08-22,"Ba BIS",16,"Data Bases",1,80
"446963","Wesley, Rashad","m",1999-10-05,"Ba CS",2,"OOP",1,58
"190574","Valenzuela, Angel","m",1998-09-19,"Ba CS",12,"Computer Networks",1,66
"159347","Knox, Oree","m",1997-09-26,"Ba CS",6,"Software Engineering",1,78
"454071","Hoyland, Eric","m",2003-06-28,"Ba BIS",2,"Software Engineering",1,70
"601915","Quezada, Carlos","m",1998-07-18,"Ba CS",16,"Software Engineering",1,79
"480231","Lynch, Isaac","m",1994-04-12,"Ba CS",7,"Formal Languages",1,63
"744304","Page, Zachary","m",1993-10-11,"Ba CS",10,"Software Engineering",1,67
"268020","Papke, William","m",1993-11-23,"Ba CS",11,"Formal Languages",1,84
"546880","Curtice, Wilbert","m",1991-03-11,"Ba CS",3,"Computer Networks",1,91
"113497","Young, Albert","m",2002-08-14,"Ba CS",3,"Formal Languages",1,75
"666768","el-Hanif, Maaiz","m",1998-11-27,"Ba CS",4,"Mathematics",1,63
"196179","Ward, Khaiir","m",1993-11-22,"Ba BIS",10,"Mathematics",1,103
"941716","Rocha, Ronald","m",2001-05-16,"Ba CS",10,"Software Engineering",1,74
"386930","Valaer-Wilson, Tanaya","f",2002-12-01,"Ba CS",4,"OOP",1,67
"190889","Bentley, Michael","m",1993-07-04,"Ba CS",2,"Computer Networks",1,72
"957168","el-Yassin, Mutlaq","m",1990-05-09,"Ba BIS",2,"Formal Languages",1,66
"954067","el-Rizk, Abdul Haadi","m",1994-11-30,"Ba CS",10,"Formal Languages",1,60
"249605","al-Satter, Awad","m",1991-10-31,"Ba CS",10,"Formal Languages",1,54
"683912","Martin, Isiah","m",1994-03-12,"Ba CS",8,"Data Bases",1,60
"862626","Yu, Justin","m",1990-03-20,"Ba CS",5,"Mathematics",1,73
"123340","Gonzalez, Keifer","m",1995-08-03,"Ba CS",4,"Data Bases",1,73
"955496","el-Hadi, Subhi","m",2003-08-08,"Ba CS",6,"OOP",1,77
"648288","Fletcher-Pettis, Kyle","m",1992-11-21,"Ba CS",10,"OOP",1,85
"617337","Midgyett, Joshua","m",1991-11-27,"Ba BIS",4,"OOP",1,55
"446963","Wesley, Rashad","m",1999-10-05,"Ba CS",2,"Computer Networks",1,58
"215348","Willson, Cole","m",1996-05-09,"Ba CS",4,"Mathematics",1,75
"153177","Abeyta, Darian","m",1996-12-21,"Ba BIS",6,"Software Engineering",1,78
"541491","Lowen, Isaac","m",2000-02-14,"Ba CS",1,"Computer Networks",1,64
"626007","Hazelwood, Brett","m",1990-02-14,"Ba BIS",6,"Data Bases",1,85
"366733","el-Ibrahim, Awad","m",1996-02-16,"Ba CS",2,"Formal Languages",1,105
"819137","Lewis, Kenneth","m",2001-09-14,"Ba CS",2,"Mathematics",1,88
"119309","el-Baccus, Shaafi","m",1995-01-21,"Ba CS",4,"Formal Languages",1,65
"557510","Parham, Tyzeijah","f",2001-10-29,"Ba BIS",8,"Formal Languages",1,52
"217993","Cuthair, Raymond","m",1992-10-05,"Ba CS",1,"Computer Networks",1,60
"956265","el-Mansoor, Abdul Wahaab","m",2000-03-11,"Ba CS",10,"Formal Languages",1,87
"944882","al-Mohiuddin, Aiman","m",1997-03-09,"Ba BIS",8,"OOP",1,79
"737427","Marshall, Bruce","m",1997-08-15,"Ba CS",2,"Mathematics",1,87
"219180","Bornschein, Bryan","m",1991-01-18,"Ba CS",7,"Software Engineering",1,70
"633246","Begay, Dashawn","m",1999-03-12,"Ba CS",5,"Mathematics",1,99
"935411","Gambor, Devundrick","m",1993-10-04,"Ba CS",9,"OOP",1,88
"200610","Lombard, Casey","m",2004-08-15,"Ba BIS",2,"Computer Networks",1,84
"208420","Gomez-Mendiola, Jared","m",1994-04-14,"Ba CS",10,"Software Engineering",1,54
"952063","Kang, Mitchell","m",1992-03-02,"Ba CS",14,"Software Engineering",1,53
"789684","Yellowhawk, Edward","m",2003-10-21,"Ba CS",8,"OOP",1,66
"344967","Daniel, Adrian Phil","m",1997-06-29,"Ba CS",8,"Data Bases",1,60
"986147","Soule, Bradley","m",1997-03-06,"Ba BIS",1,"Data Bases",1,71
"705937","Ricketts, Janelle","f",1997-07-16,"Ba BIS",3,"OOP",1,81
"857148","Enriquez Zapata, Shane","m",1990-10-31,"Ba CS",5,"Computer Networks",1,53
"775862","el-Mansour, Awaatif","f",1998-02-27,"Ba CS",2,"OOP",1,99
"662661","Bean, Austin","m",1998-02-22,"Ba CS",6,"Mathematics",1,104
"454071","Hoyland, Eric","m",2003-06-28,"Ba BIS",2,"OOP",1,74
"114620","Perales, Trevor","m",1996-06-29,"Ba CS",5,"Data Bases",1,62
"371424","Onofre-Dominguez, Vicente","m",1990-08-24,"Ba BIS",14,"Software Engineering",1,64
"870823","el-Mohammed, Sadoon","m",1998-07-21,"Ba CS",17,"OOP",1,55
"531001","Anderson, Kevin","m",1999-02-14,"Ba CS",6,"Mathematics",1,80
"480775","Bermudes, Eduardo","m",1991-07-14,"Ba CS",1,"OOP",1,82
"190846","al-Bashir, Thamra","f",2000-05-17,"Ba CS",2,"Formal Languages",1,56
"326706","Montano, Richard","m",2004-01-11,"Ba CS",4,"Software Engineering",1,98
"431714","Davis, Randal","m",2004-08-23,"Ba CS",9,"Formal Languages",1,60
"366378","Sarwana, Benjamin","m",1998-09-02,"Ba BIS",10,"Formal Languages",1,77
"302131","Punzal, Adolf","m",1991-07-25,"Ba CS",2,"Data Bases",1,71
"941458","Aldinger, Bryan","m",1997-09-12,"Ba CS",2,"Computer Networks",1,74
"862171","Nguyen, Prashan","m",1994-01-15,"Ba CS",6,"Computer Networks",1,92
"858134","Loi, Teresa","f",1996-06-23,"Ba CS",10,"Mathematics",1,87
"817866","Medhin, Marcell","m",1998-11-02,"Ba CS",7,"OOP",1,75
"215348","Willson, Cole","m",1996-05-09,"Ba CS",4,"Formal Languages",1,86
"285910","Johnson, Logan","m",2002-10-23,"Ba CS",7,"Computer Networks",1,86
"664301","Hassell, Lewis","m",1999-02-27,"Ba BIS",2,"OOP",1,70
"103582","Walden, Stan","m",2000-12-21,"Ba CS",2,"Computer Networks",1,84
"334237","el-Shaker, Abdul Baasid","m",2000-04-20,"Ba CS",10,"Computer Networks",1,76
"153350","al-Khalid, Manaahil","f",2001-06-05,"Ba BIS",7,"Mathematics",1,59
"112648","el-Doud, Aslam","m",1998-05-15,"Ba CS",6,"Computer Networks",1,101
"827641","al-Hoda, Khaleefa","m",1993-08-11,"Ba BIS",19,"Mathematics",1,82
"232759","Phillips, Orion","m",2004-10-26,"Ba CS",16,"Data Bases",1,78
"983544","Banks, Eric","m",1994-04-17,"Ba BIS",2,"Computer Networks",1,63
"452232","al-Tamer, Ayyoob","m",1991-12-10,"Ba CS",4,"Computer Networks",1,103
"826971","Cunningham, Steven","m",1990-12-14,"Ba BIS",4,"Software Engineering",1,74
"659240","Rico, Andrew","m",1991-10-02,"Ba CS",2,"OOP",1,64
"211226","Hempstead, Stephen","m",1999-11-07,"Ba CS",10,"Computer Networks",1,104
"784621","al-Ghazal, Suwailim","m",2001-11-07,"Ba CS",6,"Data Bases",1,55
"488276","Bower, Sarina","f",1996-09-16,"Ba CS",6,"Formal Languages",1,72
"213809","Martin, Gerhome","m",2000-11-09,"Ba CS",8,"Software Engineering",1,72
"869725","Abrams, Joseph","m",2001-02-13,"Ba CS",18,"Software Engineering",1,61
"648288","Fletcher-Pettis, Kyle","m",1992-11-21,"Ba CS",10,"Mathematics",1,88
"276869","al-Mina, Dhaafir","m",2004-12-05,"Ba CS",7,"Computer Networks",1,79
"200091","Thompson, Kenyon","m",2001-06-22,"Ba CS",8,"Formal Languages",1,108
"389789","al-El-Sayed, Nabeeh","m",1996-01-17,"Ba BIS",6,"Formal Languages",1,70
"701383","al-Elbaz, Haniyya","f",2004-08-04,"Ba CS",4,"Computer Networks",1,63
"611917","al-Wahab, Wajeeb","m",1995-09-25,"Ba CS",2,"OOP",1,75
"858378","Banuelos Gandara, Jose","m",2001-03-17,"Ba CS",10,"OOP",1,43
"303980","Gonzalez Morales, Michael","m",2003-04-27,"Ba CS",7,"Data Bases",1,90
"826971","Cunningham, Steven","m",1990-12-14,"Ba BIS",4,"Computer Networks",1,62
"903393","Smith, Jeremy","m",1995-07-28,"Ba CS",1,"Computer Networks",1,31
"371424","Onofre-Dominguez, Vicente","m",1990-08-24,"Ba BIS",14,"Data Bases",1,51
"213067","Ellis, Celeste","f",2004-10-04,"Ba BIS",17,"Data Bases",1,73
"145088","Martinez Alderete, Esperansa","f",1993-11-21,"Ba BIS",20,"Data Bases",1,60
"457791","Lo, Joanna","f",1990-10-12,"Ba CS",1,"Formal Languages",1,87
"299333","Roth, Michael","m",2002-12-12,"Ba CS",2,"OOP",1,63
"417681","Chaparro, Erik","m",2002-06-30,"Ba BIS",6,"Formal Languages",1,73
"417681","Chaparro, Erik","m",2002-06-30,"Ba BIS",6,"Data Bases",1,62
"482297","Butler, Zacary","m",2001-06-04,"Ba BIS",1,"Mathematics",1,56
"221364","Diazdeleon, Elide","f",1993-01-18,"Ba BIS",10,"Software Engineering",1,97
"934913","el-Atallah, Rashaad","m",1995-12-14,"Ba BIS",10,"Computer Networks",1,99
"901716","Belcher, Andrew","m",1992-05-12,"Ba BIS",4,"Software Engineering",1,54
"123340","Gonzalez, Keifer","m",1995-08-03,"Ba CS",4,"Software Engineering",1,51
"135387","Johnson, Holly","f",1994-11-08,"Ba CS",8,"OOP",1,93
"902383","Mccarty, Gal","f",2003-08-04,"Ba CS",6,"Software Engineering",1,89
"466482","Mangat, Emily","f",2002-12-22,"Ba CS",8,"Mathematics",1,80
"232759","Phillips, Orion","m",2004-10-26,"Ba CS",16,"Software Engineering",1,61
"399401","Espinoza, Marysol","f",1990-01-19,"Ba CS",8,"Data Bases",1,74
"633246","Begay, Dashawn","m",1999-03-12,"Ba CS",5,"Computer Networks",1,64
"210438","Gallardo, Joseph","m",1992-07-06,"Ba CS",13,"OOP",1,95
"482297","Butler, Zacary","m",2001-06-04,"Ba BIS",1,"Computer Networks",1,94
"607194","Worley, Garrett","m",1996-03-02,"Ba CS",10,"Mathematics",1,65
"236367","Creel, Shay","m",1994-05-06,"Ba CS",3,"Data Bases",1,71
"875492","el-Dallal, Rifaah","m",1996-06-16,"Ba BIS",13,"Software Engineering",1,43
"692064","Furqan, Amber","f",1997-08-01,"Ba CS",3,"Data Bases",1,87
"334237","el-Shaker, Abdul Baasid","m",2000-04-20,"Ba CS",10,"Software Engineering",1,91
"503968","el-Siddiqi, Bakar","m",1998-04-28,"Ba BIS",2,"Formal Languages",1,43
"594226","Baker, Scott","m",1994-05-14,"Ba CS",8,"Formal Languages",1,81
"285910","Johnson, Logan","m",2002-10-23,"Ba CS",7,"Data Bases",1,88
"389739","Abdel-Hafiz, Josiah","m",2000-08-19,"Ba CS",2,"Data Bases",1,84
"200091","Thompson, Kenyon","m",2001-06-22,"Ba CS",8,"Software Engineering",1,65
"965361","Ladue, Michael","m",2001-01-23,"Ba CS",8,"Formal Languages",1,58
"930058","Stewart, Cody","m",2002-03-05,"Ba CS",4,"Software Engineering",1,77
"112434","Rochelle, Abigail","f",2002-05-10,"Ba CS",9,"Computer Networks",1,62
"277462","Dizon, Sergei","m",2000-07-03,"Ba BIS",2,"Mathematics",1,55
"858331","Linares, Mathew","m",1999-12-10,"Ba CS",3,"Software Engineering",1,81
"237622","el-Masih, Dhaakir","m",2004-07-22,"Ba CS",20,"Mathematics",1,68
"405321","el-Lodi, Khaleel","m",1995-07-20,"Ba BIS",4,"Data Bases",1,25
"169387","Dorsett, Brenden","m",2001-01-16,"Ba CS",2,"Mathematics",1,103
"954550","el-Nagi, Faalih","m",1992-11-08,"Ba CS",14,"Software Engineering",1,65
"173603","Pisano, Gage","m",2001-02-22,"Ba CS",2,"Software Engineering",1,93
"196672","Stokes, Joshua","m",1997-05-12,"Ba CS",6,"Computer Networks",1,66
"341302","Perez, Jeffrey","m",2000-04-16,"Ba BIS",4,"Formal Languages",1,69
"314275","Garcia, Carl","m",2003-01-28,"Ba CS",4,"Computer Networks",1,101
"480231","Lynch, Isaac","m",1994-04-12,"Ba CS",7,"Mathematics",1,63
"342963","Tschappat, Bradley","m",1993-02-26,"Ba BIS",6,"Software Engineering",1,60
"725632","Montoya, Antonio","m",1997-05-02,"Ba CS",6,"Mathematics",1,95
"914434","Punay, Prodeo","m",2000-09-02,"Ba CS",3,"Computer Networks",1,54
"848671","Garza, Mystic","f",2000-03-31,"Ba CS",6,"Mathematics",1,60
"772571","al-Sadri, Zufar","m",2001-10-07,"Ba CS",4,"Mathematics",1,78
"491830","el-Abed, Mu,Aawiya","m",1993-09-07,"Ba BIS",10,"OOP",1,43
"692064","Furqan, Amber","f",1997-08-01,"Ba CS",3,"Computer Networks",1,99
"771621","Kielty, Tanner","m",2001-05-30,"Ba BIS",4,"Data Bases",1,83
"278015","Martinez, Devin","f",1993-11-04,"Ba CS",4,"Mathematics",1,84
"237442","Eltagonde, Kelsey","f",1997-10-19,"Ba CS",4,"OOP",1,81
"704485","Henderson, Dakota","m",1990-05-10,"Ba BIS",10,"Computer Networks",1,66
"354678","Okazaki, Cyrus","m",1991-04-19,"Ba CS",10,"Software Engineering",1,61
"241834","Pohl, Joel","m",1995-01-18,"Ba CS",9,"OOP",1,87
"411275","Bedolla, Allen","m",1991-08-01,"Ba BIS",10,"Mathematics",1,79
"299768","Davis, Kyle","m",2002-06-15,"Ba CS",5,"Formal Languages",1,82
"241834","Pohl, Joel","m",1995-01-18,"Ba CS",9,"Formal Languages",1,81
"591263","el-Hammad, Hishaam","m",1993-08-22,"Ba BIS",16,"Formal Languages",1,78
"200330","el-Zadeh, Awad","m",1992-10-31,"Ba BIS",2,"Software Engineering",1,93
"674704","el-Salloum, Ubaida","m",1998-04-30,"Ba CS",4,"Formal Languages",1,88
"162217","Hogle, Rohit","m",1997-06-17,"Ba CS",4,"Software Engineering",1,56
"986147","Soule, Bradley","m",1997-03-06,"Ba BIS",1,"Mathematics",1,93
"161018","Uribe Lopez, Alan","m",1992-06-24,"Ba CS",2,"Mathematics",1,89
"910078","el-Salman, Saleet","m",1999-07-19,"Ba CS",15,"Computer Networks",1,63
"611917","al-Wahab, Wajeeb","m",1995-09-25,"Ba CS",2,"Software Engineering",1,88
"533146","Jones, Kenyan","m",1992-10-08,"Ba CS",10,"Computer Networks",1,83
"673120","Harris, Dashawn","m",1995-05-30,"Ba BIS",6,"Computer Networks",1,77
"114699","Stonestreet, David","m",1991-01-14,"Ba CS",5,"Software Engineering",1,86
"853552","Smith, Tiana","f",2003-11-28,"Ba CS",4,"Computer Networks",1,91
"446963","Wesley, Rashad","m",1999-10-05,"Ba CS",2,"Mathematics",1,70
"611151","Chun, Jonathan","m",2001-01-19,"Ba BIS",8,"Mathematics",1,81
"784822","al-Rehmann, Abdul Jabbaar","m",1990-11-22,"Ba CS",10,"OOP",1,66
"737427","Marshall, Bruce","m",1997-08-15,"Ba CS",2,"OOP",1,92
"407226","el-Mohammad, Faadi","m",1992-07-28,"Ba CS",3,"OOP",1,67
"114489","Chavez, Xavier","m",1997-05-20,"Ba CS",4,"Software Engineering",1,64
"964355","Velasquez, Andres","m",1996-12-30,"Ba CS",5,"Computer Networks",1,70
"656332","Kassahun, Brian","m",2002-02-28,"Ba CS",2,"Data Bases",1,80
"187029","Miles, Catherine","f",2002-09-06,"Ba CS",10,"Mathematics",1,60
"830178","Najera, Artemisa","f",1998-06-19,"Ba CS",10,"Computer Networks",1,87
"903268","Falzon, Jessica","f",2000-10-04,"Ba CS",10,"Data Bases",1,69
"287315","al-Hanif, Ihaab","m",2001-01-08,"Ba CS",19,"Computer Networks",1,83
"421826","Butler, Parys","f",2000-06-16,"Ba BIS",9,"Software Engineering",1,102
"637258","Freeman, Jonah","m",1993-08-25,"Ba CS",12,"OOP",1,82
"507163","Gibson, Holly","f",1995-07-02,"Ba BIS",10,"Mathematics",1,81
"642838","Hamilton, Derek","m",1990-10-19,"Ba CS",9,"Computer Networks",1,40
"507163","Gibson, Holly","f",1995-07-02,"Ba BIS",10,"Data Bases",1,65
"139145","Parker, Sesugh","m",1995-01-26,"Ba CS",14,"Software Engineering",1,79
"625377","Bigback, Naomi","f",1999-03-25,"Ba BIS",10,"Computer Networks",1,57
"217771","Coleman, Charles","m",1997-05-16,"Ba CS",3,"Data Bases",1,77
"213809","Martin, Gerhome","m",2000-11-09,"Ba CS",8,"Formal Languages",1,62
"187029","Miles, Catherine","f",2002-09-06,"Ba CS",10,"Formal Languages",1,64
"507163","Gibson, Holly","f",1995-07-02,"Ba BIS",10,"OOP",1,55
"114620","Perales, Trevor","m",1996-06-29,"Ba CS",5,"Formal Languages",1,87
"888927","el-Hakim, Badruddeen","m",2004-03-25,"Ba CS",8,"Software Engineering",1,66
"200610","Lombard, Casey","m",2004-08-15,"Ba BIS",2,"OOP",1,85
"342963","Tschappat, Bradley","m",1993-02-26,"Ba BIS",6,"Computer Networks",1,58
"811650","al-Salam, Haamid","m",2000-05-22,"Ba CS",10,"Formal Languages",1,96
"299768","Davis, Kyle","m",2002-06-15,"Ba CS",5,"Computer Networks",1,57
"672177","Gray, Tyzeijah","f",1991-02-12,"Ba CS",4,"Software Engineering",1,66
"615340","el-Qazi, Maajid","m",1995-07-15,"Ba BIS",6,"Computer Networks",1,111
"587020","Brown, Stephanie","f",2004-04-07,"Ba CS",10,"Software Engineering",1,58
"408061","Clary, Jordan","m",2001-05-14,"Ba CS",5,"Software Engineering",1,77
"213809","Martin, Gerhome","m",2000-11-09,"Ba CS",8,"Computer Networks",1,90
"377162","Jiles, Malaki","m",1997-11-13,"Ba CS",20,"OOP",1,81
"272198","el-Saade, Mamoon","m",1997-11-21,"Ba CS",8,"Data Bases",1,93
"672177","Gray, Tyzeijah","f",1991-02-12,"Ba CS",4,"Computer Networks",1,64
"592484","Lopez, Andrew","m",1991-08-08,"Ba BIS",9,"OOP",1,77
"481404","Lehi, Chandler","m",1996-09-30,"Ba CS",6,"Computer Networks",1,38
"188951","Nealy, Albert","m",2002-02-02,"Ba CS",20,"Data Bases",1,63
"170783","Puentes, Ailec","m",2003-07-07,"Ba CS",18,"Mathematics",1,90
"901716","Belcher, Andrew","m",1992-05-12,"Ba BIS",4,"Data Bases",1,93
"321661","Gettler, Nathan","m",1990-10-27,"Ba CS",7,"Software Engineering",1,83
"399401","Espinoza, Marysol","f",1990-01-19,"Ba CS",8,"OOP",1,88
"930058","Stewart, Cody","m",2002-03-05,"Ba CS",4,"Computer Networks",1,77
"766514","Lopez, Juan","m",2000-10-10,"Ba CS",8,"Computer Networks",1,71
"668904","Daugherty, Shawna","f",1992-09-28,"Ba CS",8,"Software Engineering",1,50
"241834","Pohl, Joel","m",1995-01-18,"Ba CS",9,"Mathematics",1,83
"416421","Casillas, James","m",1994-01-27,"Ba BIS",3,"Computer Networks",1,73
"129817","al-Zaman, Haafil","m",1994-12-06,"Ba CS",3,"OOP",1,86
"312692","Zelalem, Ebony","f",1999-12-03,"Ba CS",4,"Computer Networks",1,65
"366733","el-Ibrahim, Awad","m",1996-02-16,"Ba CS",2,"Computer Networks",1,78
"806633","Rodriguez, Kursh","m",1990-06-04,"Ba BIS",2,"Data Bases",1,88
"891120","Whiteside, Kingahnah","m",1992-06-27,"Ba BIS",4,"Formal Languages",1,83
"762941","Martinez, Roberto","m",1990-08-02,"Ba BIS",20,"OOP",1,94
"746609","Smith, Simon","m",1991-09-02,"Ba CS",10,"OOP",1,85
"918056","Willcutt, Rachael","f",1993-12-26,"Ba CS",4,"OOP",1,52
"972573","el-Ishak, Abdul Hakeem","m",2000-04-13,"Ba CS",8,"Formal Languages",1,76
"607194","Worley, Garrett","m",1996-03-02,"Ba CS",10,"Formal Languages",1,38
"258730","el-Miah, Najeema","f",1997-04-30,"Ba BIS",10,"OOP",1,104
"903393","Smith, Jeremy","m",1995-07-28,"Ba CS",1,"Software Engineering",1,82
"339740","al-Afzal, Nawaal","f",2003-12-22,"Ba CS",9,"Mathematics",1,66
"714141","Chu, Malcolm","m",1994-10-01,"Ba CS",6,"Data Bases",1,105
"131378","Ho, Nathaniel","m",2003-01-21,"Ba CS",10,"Formal Languages",1,96
"642838","Hamilton, Derek","m",1990-10-19,"Ba CS",9,"OOP",1,68
"642039","Begay, Stephon","m",1990-12-06,"Ba CS",20,"Formal Languages",1,60
"559955","Wilson, Lucas","m",1991-10-03,"Ba CS",3,"Data Bases",1,85
"858378","Banuelos Gandara, Jose","m",2001-03-17,"Ba CS",10,"Data Bases",1,85
"339231","Waldon, Yohannes","m",2000-01-15,"Ba BIS",4,"Software Engineering",1,69
"666097","Vargas, Victor","m",2000-11-21,"Ba CS",6,"Data Bases",1,58
"971690","Robinson, Mahlon","m",1999-12-08,"Ba BIS",10,"Data Bases",1,77
"356661","Stoker, Christian","m",1999-03-15,"Ba BIS",4,"Software Engineering",1,57
"317713","Young, Ryan","m",1992-05-31,"Ba CS",8,"Software Engineering",1,90
"515590","el-Pashia, Waliyya","f",1996-12-26,"Ba CS",11,"Computer Networks",1,68
"879615","al-Sinai, Jawhar","m",1994-05-03,"Ba BIS",4,"Computer Networks",1,71
"187029","Miles, Catherine","f",2002-09-06,"Ba CS",10,"OOP",1,77
"190846","al-Bashir, Thamra","f",2000-05-17,"Ba CS",2,"Computer Networks",1,81
"818393","el-Ahsan, Saif","m",1995-03-19,"Ba BIS",9,"Formal Languages",1,71
"762985","Homminga, Marcus","m",2002-06-13,"Ba CS",10,"Computer Networks",1,52
"725632","Montoya, Antonio","m",1997-05-02,"Ba CS",6,"Computer Networks",1,63
"129817","al-Zaman, Haafil","m",1994-12-06,"Ba CS",3,"Data Bases",1,89
"170108","Usher-Zamora, Jonathan","m",1996-02-03,"Ba CS",6,"OOP",1,74
"633246","Begay, Dashawn","m",1999-03-12,"Ba CS",5,"Data Bases",1,98
"161650","Sanchez, Eric","m",2003-12-02,"Ba CS",5,"Formal Languages",1,77
"103582","Walden, Stan","m",2000-12-21,"Ba CS",2,"Data Bases",1,79
"303980","Gonzalez Morales, Michael","m",2003-04-27,"Ba CS",7,"Mathematics",1,81
"304351","Frazier, Gage","m",1991-04-07,"Ba CS",6,"Software Engineering",1,77
"135387","Johnson, Holly","f",1994-11-08,"Ba CS",8,"Software Engineering",1,81
"541491","Lowen, Isaac","m",2000-02-14,"Ba CS",1,"Software Engineering",1,81
"261231","Kirby, Dominic","m",1998-08-24,"Ba CS",18,"Mathematics",1,80
"960218","Aust, Thomas","m",2000-09-22,"Ba BIS",10,"Formal Languages",1,84
"937560","Parson, Dj Ayla","f",1997-05-07,"Ba CS",6,"Data Bases",1,93
"341804","Xue, Adam","m",1999-03-10,"Ba CS",11,"Computer Networks",1,64
"325452","el-Mahdavi, Zakariyya","m",1992-10-20,"Ba CS",6,"Data Bases",1,52
"855075","Castro, Isaac","m",2003-11-10,"Ba CS",10,"Formal Languages",1,93
"646432","Fry, Joshua","m",1993-10-15,"Ba CS",10,"Formal Languages",1,78
"236641","Simpson, Isaiah","m",2003-03-30,"Ba CS",7,"Data Bases",1,79
"626007","Hazelwood, Brett","m",1990-02-14,"Ba BIS",6,"Mathematics",1,80
"664970","Silva, Deion","m",1991-06-07,"Ba BIS",8,"Software Engineering",1,98
"539533","Virmani, Bryan","m",1999-08-17,"Ba CS",10,"Mathematics",1,33
"971690","Robinson, Mahlon","m",1999-12-08,"Ba BIS",10,"Mathematics",1,68
"840438","Kim, Mary","f",1995-10-15,"Ba BIS",10,"Mathematics",1,60
"962321","Vega, Donovan","m",2001-02-20,"Ba CS",11,"Mathematics",1,69
"729372","Ferretti, Christopher","m",1996-03-19,"Ba CS",3,"Software Engineering",1,84
